0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
67.42,0.06,1.78,3.77,0.0,21.58,0.16,13.62,0.0,0.0,3.44,0.0,2.47,0.53,0.23,0.09,0.0,0.0,0.09,67.96,0.0,0.23,0.14,0.0,76.34,0.0,0.6,0.45,44.21,2.84,0.26,83.05,0.11,1.45,0.14,0.0,2.44,0.11,0.0,3.42,0.0,0.58,2.57,0.0,4.22,23.69,0.0,0.38,0.0,1.61,3.11,0.08,0.0,4.22,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.11,0.0,0.02,0.0,6.31,0.13,0.21,0.0,1.61,2.88,0.0,7.17,0.0,0.13,26.76,0.0,0.0,6.87,628.34,0.0,0.43,6.34,1.63,0.0,0.0,0.13,0.0,0.0,0.17,2.82,3.68,28.08,6.48,3.32,18.52,17.43,0.0,0.04,0.0,0.0,0.28,18.55,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,38.38,0.0,42.86,0.0,13.79,0.0,4.82,7.93,162.34,18.16,0.0,0.0,0.0,8.6,1.5,0.0,2.13,2.58,35.84,0.0,0.31,0.0,0.0,0.0,0.3,0.07,0.11,8.12,2.47,4.77,0.0,0.09,48.74,0.0,0.0,0.02,2.07,64.26,0.0,328.77,0.0,0.0,1.77,0.09,15.42,0.0,0.02,3.2,1.98,0.0,0.33,64.39,4.47,19.2,0.0,0.09,0.0,0.0,4.61,0.0,0.0,0.23,0.0,0.0,0.08,1.38,25.67,0.09,0.0,0.94,10.12,0.0,0.0,7.91,9.49,0.47,0.09,0.78,0.0,0.19,0.13,0.0,0.0,0.0,1.74,0.0,0.0,0.55,61.43,1.0
61.84,0.06,5.94,2.78,0.0,12.74,0.04,17.22,0.0,0.0,4.25,0.0,2.57,0.43,0.15,0.1,0.0,0.0,0.05,69.65,0.0,0.87,0.15,0.04,89.81,0.0,0.45,0.67,51.04,3.33,0.28,55.65,0.07,2.38,0.04,0.0,10.37,0.18,0.0,3.23,0.0,1.09,1.89,0.0,2.49,12.54,0.0,0.28,0.0,8.0,2.4,0.15,0.0,4.91,0.0,0.0,0.0,0.03,1.06,0.0,0.0,0.07,0.0,0.0,0.0,8.67,0.0,1.13,0.0,1.36,1.6,0.0,10.69,0.0,0.11,32.66,0.0,0.0,7.5,367.68,0.0,0.85,5.0,1.11,0.0,0.0,0.04,0.0,0.0,0.0,3.28,9.89,29.16,1.48,3.32,21.22,13.3,0.0,0.09,0.0,0.0,0.11,25.2,0.15,0.0,0.26,0.0,0.0,0.0,0.0,0.0,33.36,0.0,39.18,0.0,9.33,0.0,3.2,7.44,200.8,19.1,0.0,0.0,0.0,9.69,1.12,0.0,1.45,2.39,50.25,0.0,0.0,0.0,0.09,0.0,1.21,0.0,0.06,10.47,2.03,5.18,0.0,0.09,53.11,0.0,0.0,0.0,0.54,58.81,0.0,467.28,0.0,0.0,0.84,0.06,26.06,0.0,0.12,2.6,1.71,0.0,0.46,82.94,5.41,17.65,0.0,0.11,0.0,0.0,7.38,0.0,0.0,2.1,0.0,0.0,0.12,0.48,23.67,0.11,0.0,0.89,8.39,0.0,0.0,8.9,11.89,0.99,0.0,0.24,0.0,0.17,0.03,0.0,0.0,0.0,1.32,0.0,0.0,0.47,75.5,0.0
81.74,0.11,3.0,4.04,0.0,12.15,0.12,26.14,0.0,0.03,3.43,0.0,3.69,0.47,0.14,0.09,0.0,0.0,0.09,77.96,0.0,0.27,0.13,0.0,114.3,0.0,0.71,1.69,60.2,3.28,0.41,77.32,0.12,1.81,0.03,0.0,6.28,0.0,0.0,3.77,0.0,1.03,2.55,0.0,4.13,22.35,0.0,0.32,0.0,1.74,3.72,0.11,0.0,4.51,0.14,0.0,0.0,0.01,0.39,0.0,0.0,0.27,0.0,0.0,0.0,7.75,0.03,0.63,0.0,1.51,2.76,0.0,8.53,0.0,0.03,36.44,0.0,0.07,11.17,320.05,0.0,0.39,8.89,1.81,0.0,0.0,0.27,0.0,0.0,0.15,4.17,3.77,32.73,3.5,6.47,24.51,18.99,0.0,0.16,0.0,0.0,0.1,12.2,0.94,0.0,0.82,0.0,0.0,0.23,0.0,0.0,37.3,0.0,48.07,0.0,11.7,0.0,6.28,7.33,229.23,30.06,0.0,0.0,0.0,8.98,1.34,0.0,1.98,2.67,55.61,0.0,0.07,0.0,0.0,0.0,1.5,0.0,0.15,10.33,2.23,7.51,0.0,0.08,55.49,0.0,0.0,0.02,2.22,72.0,0.0,425.84,0.0,0.0,1.63,0.08,21.14,0.0,0.04,3.82,2.1,0.0,0.56,91.25,5.26,16.6,0.0,0.24,0.0,0.0,8.3,0.08,0.0,0.44,0.0,0.0,0.0,1.5,28.7,0.34,0.0,0.61,8.29,0.0,0.07,6.93,11.27,0.98,0.08,0.75,0.0,0.25,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.79,71.07,0.0
60.15,0.15,3.77,4.05,0.0,10.62,0.16,19.7,0.0,0.03,4.07,0.0,4.05,0.23,0.18,0.0,0.0,0.0,0.08,71.9,0.0,0.3,0.0,0.0,100.64,0.0,0.72,0.99,46.91,3.71,0.23,66.5,0.12,1.79,0.09,0.0,6.01,0.28,0.0,4.13,0.0,0.44,2.21,0.0,4.87,18.75,0.0,0.11,0.0,2.05,3.56,0.07,0.0,4.45,0.0,0.0,0.0,0.01,0.13,0.0,0.0,0.11,0.0,0.0,0.0,7.62,0.0,0.35,0.0,1.78,3.23,0.0,8.35,0.0,0.08,36.1,0.0,0.07,9.11,516.75,0.0,0.58,8.45,1.61,0.0,0.0,0.01,0.0,0.0,0.15,4.11,3.34,35.39,4.29,4.35,23.68,16.54,0.0,0.09,0.0,0.06,0.09,16.6,0.47,0.0,0.74,0.01,0.0,0.0,0.0,0.0,34.64,0.0,44.23,0.0,12.03,0.0,5.98,5.53,180.7,13.45,0.0,0.0,0.0,7.64,1.64,0.0,1.98,2.43,47.36,0.0,0.0,0.0,0.04,0.0,1.58,0.0,0.33,10.26,2.11,7.18,0.0,0.08,43.83,0.69,0.0,0.02,2.09,49.28,0.0,401.67,0.0,0.0,2.05,0.1,29.31,0.09,0.07,3.55,2.53,0.0,0.48,80.17,5.59,18.12,0.0,0.22,0.0,0.0,8.36,0.0,0.0,0.69,0.0,0.0,0.16,1.01,25.23,0.05,0.0,0.67,7.04,0.0,0.0,7.26,9.66,0.94,0.08,0.37,0.0,0.28,0.02,0.0,0.0,0.0,0.93,0.0,0.0,0.52,63.19,0.0
52.09,0.0,3.49,4.22,0.0,10.45,0.14,17.03,0.0,0.02,3.78,0.0,3.4,0.73,0.26,0.1,0.0,0.0,0.0,60.49,0.0,0.43,0.08,0.0,75.58,0.0,0.56,0.85,45.29,4.67,0.05,62.74,0.1,2.16,0.04,0.0,11.38,0.0,0.0,3.43,0.0,1.56,1.5,0.0,2.94,19.39,0.0,0.43,0.0,1.66,3.2,0.11,0.0,6.59,0.0,0.0,0.0,0.04,0.24,0.0,0.0,0.23,0.0,0.0,0.0,7.11,0.0,0.69,0.0,1.43,2.17,0.0,6.91,0.0,0.04,32.45,0.0,0.0,8.14,592.65,0.0,0.29,5.54,1.7,0.0,0.0,0.04,0.0,0.0,0.0,2.95,12.02,30.23,4.59,5.43,19.03,15.78,0.0,0.02,0.0,0.0,0.04,13.35,0.08,0.0,0.34,0.0,0.0,0.0,0.0,0.0,33.0,0.0,40.12,0.0,9.64,0.0,4.27,7.38,150.53,22.49,0.0,0.0,0.0,7.91,1.68,0.0,1.44,2.54,47.25,0.0,0.0,0.0,0.0,0.02,0.8,0.09,0.06,8.77,1.37,6.21,0.0,0.1,46.72,0.0,0.0,0.0,1.61,58.4,0.0,338.55,0.0,0.0,1.41,0.15,37.77,0.0,0.02,3.21,2.17,0.0,0.4,73.91,5.78,10.81,0.0,0.1,0.0,0.0,6.66,0.1,0.0,0.53,0.0,0.0,0.0,0.74,27.23,0.37,0.0,0.86,7.02,0.0,0.0,6.76,13.24,0.62,0.0,0.62,0.0,0.28,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.27,56.65,0.0
67.29,0.17,4.72,4.22,0.0,19.5,0.06,22.42,0.0,0.01,3.17,0.0,2.55,0.13,0.19,0.09,0.11,0.0,0.0,74.66,0.0,0.19,0.0,0.04,108.38,0.0,0.72,1.75,50.03,4.55,0.3,71.02,0.13,2.47,0.03,0.0,10.96,0.08,0.0,4.25,0.0,0.49,1.29,0.52,4.42,18.16,0.0,0.61,0.0,1.84,3.86,0.16,0.0,5.06,0.12,0.02,0.0,0.07,0.94,0.11,0.0,0.13,0.0,0.0,0.0,7.01,0.0,0.52,0.0,2.08,2.94,0.0,10.93,0.0,0.0,34.61,0.0,0.0,11.41,409.38,0.0,0.24,7.72,1.49,0.0,0.0,0.33,0.0,0.0,0.32,4.27,3.19,32.13,2.46,4.96,25.26,15.86,0.0,0.04,0.0,0.0,0.13,15.05,0.39,0.0,1.25,0.0,0.0,0.0,0.0,0.0,33.2,0.0,41.94,0.0,12.64,0.0,6.48,5.54,208.29,16.65,0.0,0.0,0.13,7.61,1.57,0.0,2.06,2.76,50.53,0.0,0.22,0.0,0.0,0.0,1.6,0.0,0.63,9.37,2.98,8.73,0.0,0.06,47.1,0.0,0.0,0.02,2.46,53.61,0.0,506.35,0.0,0.0,2.03,0.11,27.58,0.0,0.06,3.61,4.14,0.0,0.5,88.69,6.84,24.79,0.0,0.42,0.0,0.0,7.0,0.07,0.0,0.77,0.0,0.0,0.35,0.44,23.04,0.16,0.0,0.71,7.3,0.0,0.0,6.89,8.81,0.38,0.17,0.53,0.0,0.28,0.01,0.0,0.0,0.0,1.59,0.0,0.0,0.46,64.76,1.0
51.01,0.14,3.47,3.97,0.0,19.97,0.19,18.96,0.0,0.0,3.57,0.0,3.09,0.31,0.13,0.11,0.0,0.0,0.0,62.81,0.0,0.3,0.08,0.0,93.55,0.0,0.59,0.41,43.58,3.19,0.58,71.8,0.08,1.72,0.13,0.0,4.85,0.0,0.0,4.83,0.0,1.06,3.51,0.0,3.77,19.9,0.0,0.15,0.0,2.24,4.19,0.1,0.0,3.24,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.15,0.0,0.0,0.0,6.85,0.0,0.33,0.0,1.75,3.95,0.0,11.13,0.0,0.04,45.88,0.0,0.0,8.97,610.12,0.0,0.31,6.61,1.52,0.0,0.0,0.02,0.0,0.0,0.0,2.55,7.12,35.15,6.17,2.17,16.93,17.58,0.0,0.08,0.0,0.0,0.04,19.81,0.99,0.0,0.86,0.0,0.0,0.0,0.0,0.0,33.99,0.0,52.63,0.0,12.57,0.0,4.23,7.88,143.43,19.78,0.0,0.0,0.0,8.6,1.64,0.0,1.85,2.74,51.39,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.2,7.02,2.05,6.7,0.0,0.05,53.32,0.0,0.0,0.02,2.44,62.19,0.0,343.12,0.0,0.0,1.7,0.04,18.66,0.0,0.03,2.02,3.07,0.0,0.4,74.61,5.46,24.06,0.0,0.22,0.0,0.0,12.36,0.0,0.0,0.56,0.0,0.25,0.0,1.16,28.67,0.04,0.0,0.25,5.77,0.0,0.0,9.18,8.29,1.62,0.0,0.41,0.0,0.12,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.81,74.7,0.0
58.47,0.0,3.56,3.94,0.0,14.3,0.09,20.83,0.0,0.01,3.95,0.0,2.87,0.0,0.16,0.0,0.0,0.0,0.13,63.98,0.0,0.47,0.06,0.03,98.02,0.0,0.84,0.42,43.53,4.9,0.62,73.25,0.11,1.7,0.16,0.0,6.29,0.15,0.0,4.38,0.0,1.03,3.05,0.0,3.8,21.32,0.22,0.11,0.0,2.03,4.14,0.05,0.0,3.9,0.21,0.0,0.0,0.04,0.18,0.0,0.0,0.07,0.09,0.02,0.0,6.57,0.0,0.8,0.0,1.24,4.49,0.0,12.4,0.0,0.06,38.74,0.0,0.22,9.14,495.88,0.0,0.15,7.52,1.93,0.06,0.0,0.06,0.0,0.0,0.0,3.56,6.71,33.17,6.43,5.19,24.4,15.38,0.0,0.04,0.0,0.0,0.03,17.31,0.18,0.0,0.61,0.0,0.0,0.0,0.0,0.0,37.31,0.0,47.57,0.0,12.1,0.0,5.5,6.28,174.43,13.54,0.0,0.0,0.12,8.41,1.6,0.0,2.06,2.51,53.61,0.0,0.21,0.0,0.0,0.0,1.32,0.0,0.25,8.8,2.57,7.33,0.0,0.1,50.27,1.04,0.0,0.02,2.33,56.87,0.0,410.97,0.0,0.0,2.13,0.08,26.86,0.09,0.08,2.37,3.1,0.0,0.7,77.71,5.96,25.02,0.0,0.85,0.0,0.0,9.97,0.0,0.0,0.76,0.0,0.0,0.0,0.62,23.52,0.2,0.0,0.63,7.0,0.0,0.0,8.18,7.89,0.53,0.08,0.5,0.0,0.29,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.65,66.61,0.0
78.42,0.06,3.42,4.21,0.0,16.04,0.1,24.86,0.0,0.05,3.58,0.0,3.53,0.4,0.09,0.0,0.0,0.0,0.1,86.56,0.0,0.17,0.14,0.0,117.23,0.0,0.99,2.65,61.56,4.32,0.34,77.07,0.09,1.89,0.07,0.0,3.68,0.08,0.0,4.69,0.0,1.08,1.51,0.77,3.58,20.76,0.0,0.78,0.0,1.71,3.67,0.04,0.0,3.7,0.24,0.0,0.0,0.0,0.31,0.0,0.0,0.12,0.0,0.0,0.0,8.4,0.0,0.21,0.0,1.61,3.19,0.0,10.24,0.0,0.03,44.97,0.0,0.08,11.91,261.19,0.0,0.26,9.58,1.72,0.0,0.0,0.26,0.0,0.0,0.0,4.35,2.87,35.94,2.6,7.5,21.98,18.29,0.0,0.02,0.0,0.0,0.0,21.11,0.35,0.0,1.37,0.0,0.0,0.0,0.0,0.0,41.74,0.0,47.3,0.0,13.59,0.0,5.49,7.26,256.19,19.04,0.0,0.0,0.0,8.51,1.78,0.0,1.94,2.28,54.2,0.0,0.08,0.0,0.04,0.0,1.05,0.01,0.17,9.29,1.89,8.04,0.0,0.11,54.55,0.0,0.0,0.02,0.95,67.6,0.0,504.89,0.0,0.0,2.36,0.15,20.02,0.0,0.02,4.1,2.54,0.0,0.43,90.76,6.41,23.53,0.0,0.1,0.0,0.0,10.18,0.0,0.06,0.52,0.0,0.0,0.24,0.33,26.89,0.36,0.0,0.76,6.98,0.0,0.0,5.0,6.93,0.3,0.0,0.66,0.0,0.3,0.09,0.0,0.0,0.0,1.15,0.0,0.0,0.25,58.25,1.0
69.97,0.15,3.52,3.11,0.0,9.45,0.08,13.27,0.0,0.04,3.51,0.0,3.4,0.52,0.23,0.0,0.0,0.0,0.06,72.68,0.0,0.83,0.18,0.05,96.43,0.0,0.76,3.85,52.23,3.3,0.41,74.02,0.1,2.02,0.0,0.0,6.35,0.11,0.0,3.03,0.0,1.55,0.81,0.0,5.0,19.76,0.0,0.67,0.0,1.63,3.33,0.11,0.0,4.0,0.0,0.0,0.0,0.02,0.21,0.0,0.0,0.06,0.0,0.0,0.0,8.22,0.0,0.54,0.0,2.32,2.39,0.0,5.55,0.0,0.08,26.41,0.0,0.0,10.36,607.12,0.0,0.22,6.69,1.02,0.0,0.0,0.05,0.0,0.0,0.0,3.56,5.7,30.55,5.14,5.26,21.46,16.07,0.0,0.05,0.0,0.0,0.09,16.84,0.36,0.0,0.24,0.0,0.0,0.0,0.0,0.0,36.3,0.0,39.13,0.0,12.02,0.0,5.04,6.46,188.87,11.23,0.0,0.0,0.0,8.43,1.59,0.0,1.79,2.53,43.36,0.0,0.2,0.0,0.06,0.0,1.03,0.0,0.5,10.61,3.07,7.23,0.0,0.09,40.86,0.0,0.0,0.05,2.72,55.16,0.0,356.11,0.0,0.0,1.55,0.03,35.54,0.0,0.05,4.04,2.02,0.0,0.38,80.34,4.54,13.42,0.0,0.12,0.0,0.0,7.71,0.0,0.0,0.23,0.0,0.0,0.0,0.14,23.73,0.25,0.0,1.57,9.76,0.0,0.0,7.2,8.28,0.86,0.0,0.36,0.0,0.16,0.06,0.0,0.0,0.0,1.49,0.0,0.0,0.32,57.34,1.0
95.18,0.09,1.9,3.33,0.0,20.02,0.15,26.73,0.0,0.05,3.85,0.0,4.64,0.0,0.18,0.14,0.0,0.0,0.07,104.78,0.0,0.22,0.0,0.0,71.93,0.0,0.55,1.31,71.62,2.28,1.04,80.05,0.16,1.45,0.0,0.0,6.16,0.0,0.0,2.92,0.0,0.93,2.84,0.0,4.84,29.16,0.0,0.39,0.0,1.52,3.2,0.04,0.0,2.18,0.0,0.0,0.0,0.07,0.16,0.0,0.0,0.03,0.0,0.09,0.0,5.36,0.0,0.32,0.0,1.14,2.41,0.0,7.65,0.0,0.15,43.24,0.0,0.13,7.82,371.11,0.0,0.13,5.48,1.21,0.0,0.0,0.02,0.0,0.0,0.26,2.43,5.5,27.63,9.27,6.25,18.06,17.69,0.07,0.07,0.0,0.0,0.16,19.64,0.11,0.0,0.41,0.0,0.0,0.0,0.0,0.0,50.44,0.0,55.43,0.0,16.48,0.0,3.85,8.53,178.12,42.17,0.0,0.0,0.0,7.84,1.18,0.0,1.7,1.88,53.47,0.0,0.12,0.0,0.0,0.0,0.97,0.0,0.26,10.4,2.12,5.36,0.0,0.08,60.97,0.0,0.0,0.0,0.57,93.6,0.0,317.04,0.0,0.0,1.66,0.05,11.24,0.0,0.03,3.55,1.73,0.0,0.16,80.65,4.7,14.22,0.0,0.0,0.0,0.0,7.68,0.0,0.0,0.09,0.0,0.0,0.0,1.53,31.63,0.1,0.0,1.29,8.63,0.0,0.0,5.86,6.43,0.95,0.0,0.63,0.0,0.15,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.38,62.88,0.0
54.02,0.06,4.79,4.8,0.0,9.28,0.15,15.6,0.0,0.0,7.33,0.0,1.83,0.25,0.38,0.0,0.0,0.0,0.09,58.17,0.0,1.46,0.0,0.0,78.92,0.0,0.85,0.74,40.19,3.27,0.28,92.18,0.04,1.57,0.14,0.0,18.8,0.04,0.13,3.77,0.0,0.82,1.98,0.0,3.12,16.27,0.0,0.24,0.0,2.34,4.0,0.17,0.0,6.06,0.22,0.0,0.52,0.06,0.22,0.0,0.0,0.08,0.0,0.02,0.0,7.81,0.0,0.72,0.0,1.28,4.61,0.0,7.81,0.0,0.0,30.35,0.0,0.0,8.48,422.31,0.0,0.24,5.57,2.2,0.0,0.0,0.02,0.0,0.0,0.0,3.33,4.97,30.48,4.26,2.02,20.79,17.21,0.0,0.02,0.0,0.12,0.07,14.81,0.59,0.0,0.59,0.0,0.0,0.08,0.0,0.0,33.72,0.0,48.63,0.0,10.88,0.0,6.07,7.38,122.12,27.03,0.0,0.0,0.13,7.39,1.63,0.0,2.02,2.9,59.26,0.0,0.0,0.0,0.0,0.02,0.33,0.0,0.16,9.42,2.22,5.21,0.0,0.01,42.16,0.0,0.0,0.0,3.04,62.42,0.0,312.04,0.0,0.0,1.2,0.11,24.23,0.0,0.17,3.31,2.39,0.0,0.4,74.71,5.01,14.38,0.0,0.26,0.0,0.0,10.35,0.0,0.05,0.36,0.0,0.0,0.0,1.19,27.96,0.16,0.0,1.14,6.39,0.0,0.0,9.6,10.31,1.83,0.0,0.65,0.0,0.31,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.35,72.9,0.0
73.33,0.26,1.69,2.54,0.0,20.64,0.11,16.93,0.0,0.05,2.93,0.0,1.92,0.43,0.11,0.41,0.0,0.0,0.05,73.06,0.0,0.28,0.0,0.0,80.64,0.0,0.61,2.56,52.26,2.87,0.49,85.6,0.05,1.59,0.15,0.0,4.31,0.0,0.0,3.02,0.0,1.24,2.38,0.0,4.39,25.36,0.0,0.41,0.0,1.46,3.35,0.09,0.07,3.11,0.09,0.0,0.0,0.02,0.17,0.0,0.0,0.08,0.0,0.0,0.04,6.03,0.05,0.6,0.0,1.84,3.19,0.0,7.23,0.0,0.07,36.41,0.0,0.09,8.29,545.34,0.0,0.56,5.81,1.43,0.0,0.0,0.04,0.0,0.0,0.0,2.45,3.78,31.67,8.55,3.79,18.08,18.76,0.0,0.14,0.0,0.07,0.04,25.42,0.37,0.0,0.4,0.06,0.0,0.0,0.0,0.0,41.19,0.0,52.8,0.0,14.16,0.0,4.56,9.29,165.74,22.52,0.0,0.0,0.0,7.48,1.35,0.0,1.81,2.34,41.78,0.0,0.08,0.0,0.05,0.0,0.66,0.0,0.12,9.99,1.88,5.89,0.0,0.09,53.36,0.0,0.0,0.0,1.78,71.2,0.0,352.14,0.0,0.0,1.41,0.08,20.06,0.0,0.05,4.02,1.64,0.0,0.16,83.5,3.82,12.07,0.0,0.2,0.0,0.0,9.07,0.0,0.0,0.24,0.0,0.0,0.0,0.46,30.42,0.26,0.0,0.97,10.25,0.0,0.0,6.48,7.48,0.58,0.1,0.89,0.0,0.11,0.14,0.0,0.0,0.0,1.2,0.0,0.0,0.53,60.44,1.0
48.27,0.0,2.92,5.91,0.0,14.22,0.14,14.74,0.0,0.0,4.43,0.0,1.47,0.58,0.29,0.1,0.0,0.0,0.05,57.22,0.0,0.06,0.16,0.0,72.06,0.0,0.39,1.31,41.89,4.5,0.5,63.68,0.07,1.56,0.08,0.0,8.91,0.35,0.0,3.4,0.0,1.07,3.23,0.0,2.31,21.33,0.0,0.14,0.0,2.46,3.91,0.03,0.0,4.88,0.26,0.0,0.58,0.0,0.46,0.0,0.0,0.14,0.06,0.06,0.0,6.1,0.0,0.08,0.0,0.78,2.93,0.0,8.02,0.0,0.07,27.28,0.0,0.0,9.06,475.98,0.0,0.47,4.8,2.12,0.0,0.0,0.01,0.0,0.0,0.19,2.71,3.68,24.78,6.68,2.54,20.4,18.21,0.0,0.02,0.0,0.0,0.04,16.92,0.38,0.0,0.51,0.0,0.0,0.0,0.0,0.0,30.7,0.0,49.96,0.0,13.31,0.0,4.16,6.58,126.76,25.64,0.0,0.0,0.29,7.6,1.85,0.0,1.81,2.64,43.49,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.18,11.54,2.45,5.87,0.0,0.09,44.23,0.43,0.0,0.0,1.67,64.71,0.0,297.59,0.0,0.0,1.13,0.14,32.17,0.0,0.05,2.43,3.16,0.0,0.54,66.0,5.57,10.65,0.0,0.09,0.0,0.0,7.13,0.0,0.0,0.4,0.0,0.0,0.0,1.22,27.38,0.17,0.0,0.66,6.46,0.0,0.0,8.32,13.3,0.78,0.0,0.77,0.0,0.04,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.54,49.87,0.0
72.4,0.07,2.6,4.09,0.0,6.11,0.15,17.52,0.0,0.0,3.8,0.0,1.61,0.45,0.21,0.0,0.0,0.03,0.21,58.31,0.0,0.75,0.0,0.0,63.49,0.0,0.34,1.02,45.99,3.22,0.22,64.56,0.05,1.39,0.08,0.0,10.72,0.31,0.0,3.72,0.0,0.44,2.35,0.0,4.22,27.25,0.0,0.14,0.0,1.83,3.08,0.04,0.07,4.01,0.0,0.02,0.0,0.0,0.23,0.0,0.0,0.13,0.0,0.06,0.0,5.72,0.0,0.62,0.0,0.96,2.94,0.0,6.3,0.0,0.04,34.15,0.0,0.0,7.75,619.81,0.0,0.39,4.03,1.96,0.0,0.0,0.0,0.0,0.0,0.0,2.42,10.18,26.82,6.25,4.58,19.79,18.3,0.0,0.0,0.0,0.0,0.12,13.02,0.08,0.0,0.4,0.0,0.0,0.0,0.0,0.0,40.92,0.0,43.36,0.0,12.71,0.0,4.33,7.69,99.26,45.23,0.0,0.0,0.0,6.75,1.48,0.0,1.79,2.45,44.48,0.0,0.0,0.0,0.0,0.03,0.39,0.94,0.38,7.44,1.6,5.53,0.0,0.02,45.2,0.0,0.0,0.0,0.89,68.34,0.0,269.71,0.0,0.0,1.56,0.04,27.52,0.0,0.05,2.79,1.26,0.0,0.26,70.15,4.43,11.26,0.0,0.09,0.0,0.0,8.46,0.0,0.07,0.3,0.0,0.0,0.0,2.37,25.78,0.27,0.0,0.87,10.21,0.0,0.0,7.85,12.57,1.54,0.0,0.85,0.0,0.31,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.35,56.88,0.0
67.4,0.25,5.08,3.56,0.0,10.33,0.03,23.88,0.0,0.0,3.2,0.0,4.54,0.0,0.13,0.0,0.0,0.0,0.1,78.13,0.0,0.11,0.0,0.0,116.4,0.0,0.71,1.91,47.81,4.26,0.3,62.54,0.15,2.17,0.11,0.0,5.16,0.0,0.0,4.05,0.0,0.51,2.17,0.0,4.21,17.42,0.0,0.4,0.0,1.69,3.08,0.03,0.0,3.3,0.0,0.0,0.0,0.02,0.12,0.0,0.0,0.21,0.0,0.0,0.0,8.87,0.0,0.5,0.0,1.77,3.39,0.0,10.4,0.0,0.0,40.75,0.0,0.08,10.74,426.37,0.0,0.54,8.28,1.66,0.0,0.0,0.04,0.0,0.0,0.0,4.92,3.23,34.45,1.64,7.19,26.28,14.91,0.0,0.11,0.12,0.0,0.11,11.14,0.5,0.0,0.93,0.0,0.0,0.0,0.0,0.0,35.84,0.0,35.59,0.0,12.44,0.0,5.87,5.28,250.57,15.53,0.0,0.0,0.0,7.41,1.41,0.0,1.69,2.43,52.59,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.46,9.72,2.89,7.48,0.0,0.1,44.7,0.0,0.0,0.0,1.96,49.8,0.0,501.69,0.0,0.0,2.36,0.17,31.53,0.0,0.05,3.68,3.66,0.0,0.76,93.93,6.18,23.65,0.07,0.46,0.0,0.0,8.58,0.0,0.0,1.21,0.0,0.0,0.11,0.2,23.64,0.24,0.0,0.6,7.19,0.0,0.0,5.58,7.28,0.58,0.38,0.16,0.0,0.14,0.02,0.0,0.0,0.0,0.95,0.0,0.0,0.45,66.91,1.0
