0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
37.14,0.11,1.44,3.35,0.0,7.85,0.0,11.87,0.0,0.0,2.36,0.0,0.82,0.0,0.29,0.0,0.0,0.0,0.0,40.89,0.0,0.56,0.0,0.0,39.64,0.0,0.36,0.11,29.76,1.99,0.45,69.53,0.06,1.02,0.0,0.0,9.17,0.0,0.0,3.09,0.04,1.27,1.72,0.0,2.63,26.88,0.0,0.51,0.0,1.8,5.41,0.04,0.0,3.24,0.0,0.0,2.52,0.0,0.2,0.0,0.0,0.12,0.0,0.04,0.0,3.63,0.0,1.46,0.0,0.39,2.86,0.0,6.89,0.0,0.06,37.03,0.0,0.0,7.14,866.47,0.0,0.17,2.96,0.6,0.0,0.0,0.02,0.0,0.0,0.0,1.56,5.68,19.33,9.02,1.89,24.2,21.46,0.0,0.0,0.0,0.0,0.19,14.14,0.13,0.0,0.25,0.0,0.0,0.0,0.0,0.0,37.76,0.0,52.67,0.0,23.49,0.0,4.09,10.71,68.63,30.85,0.0,0.0,0.0,4.86,1.34,0.0,1.13,2.37,29.78,0.0,1.05,0.0,0.0,0.0,0.29,0.0,0.21,4.22,1.7,3.56,0.0,0.07,48.79,0.0,0.0,0.0,1.75,57.85,0.0,290.01,0.0,0.0,0.58,0.06,9.55,0.0,0.04,1.4,2.01,0.0,0.19,45.23,3.88,7.26,0.0,0.16,0.0,0.0,7.66,0.0,0.0,0.04,0.0,0.0,0.0,2.06,25.19,0.13,0.0,0.52,7.44,0.0,0.0,9.02,5.21,2.2,0.0,0.41,0.0,0.11,0.05,0.0,0.0,0.0,0.84,0.0,0.0,0.12,58.01,1.0
36.19,0.25,0.93,3.02,0.0,8.8,0.13,10.26,0.0,0.0,2.35,0.0,1.1,0.0,0.19,0.0,0.0,0.0,0.1,34.46,0.0,0.41,0.3,0.0,24.34,0.0,0.43,1.92,33.52,1.52,0.28,57.77,0.06,0.67,0.0,0.0,8.28,0.18,0.0,2.49,0.0,0.84,1.1,0.0,3.17,23.87,0.0,0.29,0.0,1.69,2.62,0.03,0.0,3.57,0.29,0.04,0.0,0.03,0.22,0.0,0.0,0.1,0.0,0.0,0.0,2.82,0.0,0.59,0.0,0.36,2.43,0.0,3.46,0.0,0.07,25.64,0.0,0.0,5.49,1356.19,0.0,0.0,2.05,1.26,0.0,0.0,0.0,0.0,0.0,0.0,1.02,5.97,14.16,9.92,1.91,13.4,14.08,0.0,0.0,0.0,0.0,0.29,11.29,0.89,0.0,0.59,0.0,0.0,0.18,0.0,0.0,37.04,0.0,45.04,0.0,11.86,0.0,2.77,8.26,36.37,29.69,0.0,0.0,0.3,4.23,1.39,0.0,1.44,2.11,23.24,0.0,0.17,0.0,0.0,0.0,0.21,0.0,0.24,4.73,1.24,3.93,0.0,0.08,36.63,0.0,0.0,0.0,0.75,45.83,0.0,107.15,0.0,0.0,0.37,0.02,18.99,0.0,0.0,2.2,1.46,0.0,0.12,43.21,3.6,2.67,0.0,0.0,0.0,0.0,7.84,0.0,0.0,0.07,0.0,0.0,0.0,1.92,21.41,0.16,0.0,0.49,9.18,0.0,0.0,5.29,9.37,1.66,0.0,0.65,0.0,0.16,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.13,44.6,0.0
32.72,0.0,1.08,2.76,0.0,9.44,0.0,9.8,0.0,0.0,1.82,0.0,1.09,0.0,0.13,0.0,0.0,0.0,0.0,37.53,0.0,0.18,0.0,0.08,32.45,0.0,0.22,0.93,25.18,1.78,0.43,51.61,0.0,0.83,0.0,0.0,20.44,0.18,0.0,2.24,0.0,0.9,1.59,0.0,2.25,23.47,0.0,0.28,0.0,1.31,2.24,0.1,0.0,2.92,0.0,0.04,0.0,0.03,0.11,0.0,0.0,0.15,0.0,0.0,0.0,3.0,0.0,0.43,0.0,0.4,1.4,0.0,2.52,0.0,0.26,16.94,0.0,0.0,3.95,1124.71,0.0,0.0,2.6,0.54,0.0,0.0,0.0,0.0,0.0,0.0,1.36,7.07,17.0,5.7,1.64,16.19,13.51,0.0,0.0,0.0,0.0,0.14,10.76,0.43,0.0,0.6,0.0,0.0,0.0,0.0,0.0,37.06,0.0,36.68,0.0,13.9,0.0,2.22,6.53,52.75,23.69,0.0,0.0,0.0,3.39,0.5,0.0,0.78,1.76,25.56,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.11,4.31,1.19,3.38,0.0,0.11,36.06,0.0,0.0,0.0,0.77,48.09,0.0,171.82,0.0,0.0,0.62,0.07,17.85,0.0,0.0,1.58,1.22,0.0,0.05,47.56,2.56,2.81,0.0,0.0,0.0,0.0,4.34,0.0,0.12,0.11,0.0,0.0,0.0,1.84,20.6,0.07,0.0,0.47,8.68,0.0,0.0,4.63,4.55,0.77,0.0,0.82,0.0,0.12,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.38,48.95,0.0
24.72,0.0,2.1,3.1,0.0,2.46,0.0,8.42,0.0,0.0,2.15,0.0,0.68,0.27,0.16,0.0,0.0,0.0,0.0,34.39,0.0,0.44,0.0,0.0,26.43,0.0,0.32,0.72,26.67,0.83,0.1,39.59,0.03,1.07,0.0,0.0,12.75,0.0,0.0,1.99,0.0,0.22,1.01,0.0,2.24,18.71,0.0,0.26,0.0,1.25,2.98,0.2,0.0,2.69,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.19,0.0,0.0,0.0,3.0,0.0,0.27,0.0,0.4,2.3,0.0,3.03,0.0,0.0,18.61,0.0,0.0,4.36,1376.07,0.0,0.17,1.58,0.65,0.0,0.0,0.02,0.0,0.0,0.0,0.89,9.06,14.07,11.09,1.68,9.87,13.07,0.0,0.04,0.0,0.0,0.13,7.1,0.14,0.0,0.79,0.0,0.0,0.0,0.0,0.0,22.19,0.0,39.5,0.0,6.9,0.0,2.75,6.73,24.85,27.2,0.0,0.0,0.55,4.35,0.75,0.0,0.76,1.79,27.05,0.0,0.15,0.0,0.0,0.04,0.23,0.0,0.11,4.82,1.06,3.8,0.0,0.05,31.45,0.0,0.0,0.0,1.02,40.29,0.0,128.61,0.0,0.0,0.15,0.02,25.32,0.0,0.12,2.47,1.19,0.0,0.17,47.76,3.43,1.43,0.0,0.0,0.0,0.0,4.97,0.18,0.11,0.1,0.0,0.0,0.0,1.4,18.03,0.02,0.0,0.43,4.72,0.0,0.0,5.32,7.76,1.21,0.0,0.72,0.0,0.22,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,34.55,0.0
36.47,0.11,1.99,3.54,0.0,2.27,0.06,8.5,0.0,0.05,3.27,0.0,0.66,0.0,0.39,0.0,0.0,0.0,0.08,41.28,0.0,0.55,0.0,0.0,37.16,0.0,0.31,1.19,32.72,2.01,0.19,49.32,0.03,1.07,0.0,0.0,12.02,0.31,0.0,2.52,0.0,0.73,0.71,0.0,3.61,19.66,0.0,0.0,0.0,1.9,2.53,0.11,0.0,4.8,0.0,0.0,0.0,0.03,0.62,0.0,0.0,0.06,0.0,0.0,0.0,4.95,0.0,0.38,0.0,0.88,3.02,0.0,3.56,0.0,0.06,15.61,0.0,0.0,5.06,1073.63,0.0,0.16,3.89,1.56,0.0,0.0,0.0,0.0,0.0,0.0,1.49,4.44,16.35,3.3,3.12,16.26,11.89,0.0,0.0,0.0,0.0,0.18,16.61,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,28.96,0.0,34.07,0.0,13.33,0.0,3.46,4.81,67.68,23.98,0.0,0.0,0.26,6.12,1.15,0.0,2.11,2.52,25.77,0.0,0.14,0.0,0.0,0.0,0.25,0.0,0.2,5.5,2.06,4.47,0.0,0.14,32.03,0.0,0.0,0.0,1.34,43.29,0.0,159.51,0.0,0.0,0.69,0.02,38.1,0.19,0.04,2.87,1.52,0.0,0.29,52.06,3.41,2.11,0.0,0.17,0.0,0.0,4.23,0.0,0.0,0.1,0.0,0.0,0.0,1.72,24.95,0.27,0.0,1.38,7.3,0.0,0.0,7.08,14.4,1.2,0.0,0.94,0.0,0.38,0.41,0.0,0.0,0.0,1.53,0.0,0.0,0.11,38.64,0.0
39.1,0.0,2.53,4.58,0.0,5.7,0.0,7.47,0.0,0.13,3.68,0.0,0.79,0.75,0.32,0.0,0.0,0.0,0.08,44.5,0.0,0.93,0.13,0.0,50.33,0.0,0.89,0.3,42.36,2.86,0.14,69.16,0.03,1.66,0.06,0.0,4.7,0.0,0.0,2.43,0.04,1.44,0.46,0.64,2.51,22.83,0.0,0.73,0.0,2.61,2.98,0.18,0.0,5.03,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.11,0.09,0.0,0.0,6.02,0.0,0.62,0.0,1.07,2.93,0.0,3.91,0.09,0.06,18.61,0.0,0.0,5.63,737.96,0.0,0.0,4.14,1.38,0.0,0.0,0.0,0.0,0.0,0.0,2.36,4.72,23.32,5.81,3.78,13.3,21.3,0.0,0.04,0.0,0.0,0.12,14.37,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,38.93,0.0,43.8,0.0,13.43,0.0,4.72,5.0,106.85,23.32,0.0,0.0,0.25,6.34,2.21,0.0,1.52,2.8,36.71,0.0,0.14,0.0,0.0,0.0,0.2,0.03,0.29,7.17,1.14,4.88,0.0,0.09,29.19,0.0,0.0,0.0,3.9,50.47,0.0,171.98,0.0,0.0,0.73,0.0,26.7,0.0,0.0,2.66,1.47,0.0,0.31,72.15,3.99,4.81,0.0,0.17,0.0,0.0,4.84,0.0,0.0,0.02,0.0,0.43,0.14,1.04,27.32,0.51,0.0,1.28,7.06,0.0,0.0,6.68,12.27,1.38,0.0,0.87,0.0,0.07,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.11,50.38,1.0
37.14,0.0,2.23,4.83,0.0,3.99,0.07,11.27,0.0,0.0,3.09,0.0,0.91,0.3,0.46,0.0,0.0,0.0,0.1,42.67,0.0,0.51,0.0,0.0,34.74,0.0,0.54,1.88,37.37,1.22,0.13,52.5,0.06,0.95,0.0,0.0,15.6,0.0,0.0,2.57,0.05,0.72,0.56,0.0,3.55,21.1,0.0,0.29,0.0,1.58,3.44,0.05,0.0,5.07,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,4.27,0.05,0.3,0.0,0.36,3.34,0.0,3.18,0.0,0.0,21.34,0.0,0.0,7.33,870.24,0.0,0.0,2.77,2.11,0.0,0.0,0.0,0.0,0.0,0.0,1.34,6.87,21.18,9.02,1.51,14.35,15.12,0.0,0.09,0.0,0.0,0.14,5.69,0.45,0.0,1.03,0.0,0.0,0.0,0.0,0.0,23.46,0.0,49.68,0.0,8.58,0.0,3.6,5.28,43.24,34.43,0.0,0.0,0.0,5.59,1.27,0.0,0.97,2.71,32.56,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.24,5.48,1.17,5.59,0.0,0.06,37.65,0.0,0.0,0.0,1.88,46.67,0.0,154.72,0.0,0.0,0.45,0.0,15.38,0.0,0.0,1.77,2.97,0.13,0.24,67.88,4.23,2.62,0.0,0.0,0.0,0.0,6.02,0.0,0.12,0.05,0.0,0.0,0.0,1.32,27.76,0.16,0.0,0.8,5.59,0.0,0.0,6.37,15.32,1.83,0.0,0.78,0.0,0.08,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.26,47.15,0.0
38.71,0.13,2.62,4.31,0.0,4.46,0.0,8.48,0.0,0.0,2.95,0.0,0.89,0.31,0.29,0.0,0.0,0.06,0.1,43.78,0.0,0.81,0.0,0.0,44.55,0.0,0.26,0.39,29.06,2.89,0.15,54.73,0.0,0.94,0.08,0.0,15.9,0.0,0.0,2.37,0.0,1.14,0.58,0.0,2.76,19.69,0.0,0.0,0.0,1.8,2.82,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.04,0.0,0.0,0.0,5.12,0.0,0.31,0.0,0.74,3.46,0.0,4.97,0.0,0.21,25.13,0.0,0.0,4.64,4406.94,0.0,0.2,2.99,2.84,0.0,0.0,0.51,0.0,0.0,0.0,1.42,4.43,20.5,3.43,3.18,15.84,15.98,0.0,0.0,0.0,0.0,0.31,11.37,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,30.97,0.0,40.0,0.0,11.03,0.05,3.34,4.99,70.82,22.31,0.0,0.0,0.63,4.83,1.77,0.0,1.11,2.17,31.75,0.0,0.18,0.0,0.0,0.0,0.23,0.0,0.12,4.38,1.71,4.01,0.0,0.06,38.06,0.0,0.0,0.0,1.39,49.63,0.0,206.48,0.0,0.0,1.11,0.05,18.63,0.0,0.0,1.75,1.78,0.0,0.4,57.94,4.28,2.98,0.0,0.0,0.0,0.0,6.21,0.0,0.0,0.05,0.0,0.0,0.0,0.41,24.09,0.63,0.0,0.45,7.65,0.0,0.0,8.12,12.64,1.61,0.0,0.48,0.0,0.26,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.14,48.37,0.0
37.29,0.0,2.04,3.69,0.0,7.36,0.06,10.49,0.0,0.0,2.24,0.0,1.35,0.27,0.23,0.0,0.0,0.0,0.0,38.95,0.0,0.26,0.0,0.0,34.68,0.0,0.33,2.05,23.39,1.92,0.58,49.74,0.03,0.85,0.0,0.0,3.47,0.16,0.0,2.07,0.0,0.25,2.22,0.0,1.88,20.52,0.0,0.0,0.0,1.25,3.2,0.04,0.0,3.14,0.0,0.0,0.0,0.06,0.2,0.0,0.0,0.03,0.0,0.0,0.0,3.86,0.0,0.13,0.0,0.47,2.17,0.0,5.25,0.0,0.06,27.02,0.0,0.0,5.72,1257.09,0.0,0.33,2.3,1.12,0.0,0.0,0.02,0.0,0.0,0.0,1.21,3.93,22.17,8.44,0.76,12.87,14.73,0.0,0.04,0.0,0.0,0.0,9.03,0.13,0.0,0.23,0.0,0.0,0.0,0.0,0.0,30.23,0.0,43.27,0.0,12.63,0.0,2.91,4.47,51.42,17.36,0.0,0.0,0.0,4.55,1.22,0.0,1.22,1.99,30.06,0.0,0.0,0.0,0.08,0.0,0.38,0.0,0.1,5.02,1.71,3.55,0.0,0.02,41.37,0.49,0.0,0.0,1.19,41.65,0.0,181.69,0.0,0.0,0.58,0.02,22.57,0.0,0.04,1.5,1.53,0.0,0.21,48.75,4.52,4.92,0.0,0.0,0.0,0.64,5.83,0.0,0.0,0.14,0.0,0.0,0.0,1.27,21.14,0.26,0.0,0.37,4.18,0.0,0.0,4.88,7.54,1.22,0.0,0.41,0.0,0.11,0.09,0.0,0.0,0.0,0.74,0.0,0.0,0.23,38.72,0.0
39.29,0.22,2.09,3.35,0.0,8.88,0.06,12.52,0.0,0.0,3.01,0.0,1.62,0.26,0.34,0.0,0.0,0.0,0.0,50.24,0.0,0.65,0.13,0.0,49.18,0.0,0.67,0.32,35.92,2.36,0.2,70.07,0.06,1.23,0.0,0.0,13.09,0.0,0.0,2.53,0.0,0.75,0.73,0.0,3.19,26.08,0.0,0.51,0.0,1.79,2.95,0.08,0.0,4.28,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.21,0.0,0.0,0.0,4.69,0.0,0.26,0.0,0.6,2.3,0.0,5.39,0.0,0.06,29.11,0.0,0.0,5.76,919.73,0.0,0.33,3.58,1.47,0.0,0.0,0.02,0.0,0.0,0.0,1.83,7.45,26.28,3.61,3.25,16.06,18.87,0.0,0.0,0.0,0.0,0.45,9.62,0.0,0.0,0.81,0.0,0.0,0.22,0.0,0.05,37.21,0.0,51.41,0.0,11.27,0.0,3.2,7.59,69.89,26.63,0.0,0.0,0.26,5.65,1.05,0.0,1.11,2.25,44.88,0.0,0.0,0.0,0.0,0.04,0.32,0.0,0.21,5.9,1.3,4.57,0.0,0.0,42.6,0.0,0.0,0.0,1.71,56.36,0.0,208.19,0.0,0.0,0.71,0.04,23.29,0.0,0.0,2.95,1.64,0.0,0.08,67.24,4.2,4.44,0.0,0.0,0.0,0.0,10.18,0.0,0.0,0.08,0.0,0.0,0.0,1.32,28.75,0.44,0.0,0.52,5.11,0.0,0.0,8.29,9.89,1.93,0.0,0.87,0.0,0.12,0.04,0.0,0.0,0.0,0.59,0.0,0.0,0.12,62.86,0.0
25.44,0.11,1.17,3.42,0.0,2.14,0.0,6.87,0.0,0.0,1.66,0.0,0.38,0.54,0.27,0.0,0.0,0.0,0.0,28.74,0.0,0.21,0.0,0.0,21.09,0.0,0.15,0.56,16.48,1.35,0.08,46.55,0.0,0.67,0.14,0.0,31.15,0.0,0.0,1.55,0.0,1.22,0.74,0.0,1.52,12.11,0.0,0.0,0.0,1.4,5.86,0.04,0.0,3.98,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.12,0.1,0.1,0.0,3.0,0.0,0.67,0.0,0.26,2.16,0.0,2.53,0.0,0.06,14.52,0.0,0.0,6.13,1553.59,0.0,0.51,3.27,0.55,0.0,0.0,0.0,0.0,0.0,0.0,1.04,3.11,12.28,4.95,1.01,17.99,11.96,0.0,0.0,0.0,0.0,0.39,6.26,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,16.01,0.0,41.69,0.0,8.45,0.0,2.61,5.52,23.79,18.6,0.0,0.0,0.0,4.56,0.93,0.0,0.89,2.23,19.59,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.21,5.01,0.85,3.55,0.0,0.07,30.44,0.0,0.0,0.0,1.9,44.83,0.0,163.03,0.0,0.0,0.38,0.0,21.77,0.0,0.0,0.91,1.08,0.0,0.34,48.85,4.0,1.8,0.0,0.18,0.0,0.0,4.28,0.0,0.11,0.06,0.0,0.0,0.0,1.94,15.61,0.06,0.0,0.41,3.23,0.0,0.0,4.99,7.88,0.6,0.18,0.18,0.0,0.14,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.12,46.48,0.0
60.1,0.13,2.55,4.17,0.0,4.09,0.0,12.85,0.0,0.0,4.19,0.0,2.75,0.0,0.32,0.0,0.0,0.0,0.1,52.38,0.0,0.42,0.0,0.16,70.43,0.0,0.51,0.95,39.56,2.53,0.33,72.1,0.0,1.32,0.0,0.0,3.71,0.0,0.0,2.75,0.0,0.43,1.17,0.0,3.51,25.52,0.0,0.61,0.0,1.66,3.05,0.02,0.0,4.89,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.07,0.0,0.0,0.0,5.65,0.0,0.31,0.0,0.97,3.34,0.0,6.26,0.0,0.0,34.54,0.0,0.19,5.44,657.91,0.0,0.0,5.79,1.57,0.0,0.0,0.03,0.0,0.0,0.0,3.56,7.91,28.75,4.32,3.53,18.01,18.69,0.0,0.09,0.0,0.0,0.23,15.06,0.47,0.0,0.67,0.0,0.0,0.0,0.0,0.0,37.3,0.0,48.57,0.0,13.41,0.0,4.02,6.68,128.44,24.02,0.0,0.0,0.0,5.84,1.85,0.0,1.61,2.3,45.21,0.0,0.0,0.0,0.1,0.0,0.71,0.25,0.12,7.82,1.81,5.15,0.0,0.06,44.49,0.0,0.0,0.0,1.58,47.06,0.3,260.23,0.0,0.0,1.11,0.02,20.37,0.0,0.05,2.57,1.14,0.0,0.17,66.56,3.24,7.31,0.0,0.0,0.0,0.0,8.48,0.0,0.0,0.29,0.0,0.54,0.0,0.83,30.15,0.17,0.0,1.36,7.11,0.0,0.0,7.71,7.96,1.32,0.0,0.69,0.0,0.17,0.02,0.0,0.0,0.0,1.39,0.0,0.0,0.41,61.78,0.0
25.21,0.0,0.77,1.83,0.0,2.47,0.06,4.59,0.0,0.0,1.73,0.0,0.71,0.0,0.16,0.0,0.0,0.0,0.0,24.38,0.0,0.27,0.0,0.0,19.15,0.0,0.32,0.72,21.55,1.29,0.14,38.55,0.0,0.68,0.19,0.0,12.48,0.3,0.0,1.73,0.04,0.65,0.67,0.0,1.43,15.94,0.0,0.23,0.0,0.99,1.21,0.0,0.0,1.82,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.78,0.0,0.85,0.0,0.42,1.6,0.0,1.6,0.0,0.0,8.75,0.0,0.0,2.56,1508.34,0.0,0.0,2.08,0.74,0.0,0.0,0.2,0.0,0.0,0.0,0.91,1.81,12.93,6.99,2.69,9.91,9.57,0.0,0.07,0.0,0.0,0.3,7.45,0.12,0.0,0.17,0.0,0.0,0.0,0.0,0.0,38.33,0.0,23.95,0.0,14.15,0.0,2.03,4.86,44.8,16.94,0.0,0.0,0.0,3.21,0.93,0.0,1.03,1.02,15.15,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,4.69,1.22,1.98,0.0,0.07,20.79,0.0,0.0,0.0,0.69,32.28,0.0,126.05,0.0,0.0,0.59,0.0,35.25,0.0,0.0,0.97,0.81,0.0,0.18,32.99,2.02,1.25,0.0,0.18,0.0,0.0,1.89,0.0,0.2,0.08,0.0,0.0,0.0,0.12,11.62,0.23,0.0,0.23,7.92,0.0,0.0,2.62,4.72,0.2,0.0,0.81,0.0,0.11,0.02,0.0,0.0,0.0,0.48,0.0,0.0,0.43,23.98,0.0
30.23,0.0,0.64,2.21,0.0,0.91,0.05,6.89,0.0,0.0,1.38,0.0,0.48,0.0,0.11,0.0,0.0,0.0,0.0,28.61,0.0,0.31,0.12,0.0,22.52,0.0,0.22,1.15,27.53,0.97,0.1,33.86,0.05,0.63,0.0,0.0,6.48,0.14,0.0,1.51,0.0,0.84,0.43,0.0,2.52,16.02,0.0,0.67,0.0,1.16,1.71,0.05,0.0,3.05,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.08,0.0,0.0,0.05,2.85,0.0,0.47,0.0,0.5,1.14,0.0,2.1,0.0,0.0,11.36,0.0,0.0,3.52,1330.98,0.0,0.29,2.19,0.93,0.0,0.0,0.0,0.0,0.0,0.0,1.06,2.28,12.49,4.7,1.52,10.25,12.94,0.0,0.0,0.0,0.0,0.4,8.62,0.23,0.0,0.36,0.0,0.0,0.0,0.0,0.0,28.85,1.05,32.46,0.0,11.17,0.0,2.47,5.65,50.66,41.29,0.0,0.0,0.0,3.9,0.62,0.0,0.99,1.85,17.02,0.0,0.13,0.0,0.0,0.0,0.1,0.0,0.0,3.72,0.4,2.72,0.0,0.02,23.1,0.0,0.0,0.0,0.93,34.8,0.0,115.52,0.0,0.0,0.53,0.04,33.35,0.0,0.0,2.16,0.72,0.0,0.11,38.55,2.64,1.33,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.04,0.0,0.0,0.0,0.45,15.53,0.09,0.0,0.65,7.95,0.0,0.0,4.8,7.82,0.78,0.0,0.78,0.0,0.1,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.1,26.02,0.0
45.63,0.37,1.93,3.86,0.0,4.06,0.07,11.2,0.0,0.0,3.42,0.0,1.27,0.29,0.26,0.0,0.0,0.0,0.19,40.78,0.0,0.69,0.0,0.0,39.29,0.0,0.81,1.08,35.38,1.67,0.26,67.76,0.06,0.74,0.0,0.0,11.14,0.35,0.0,2.99,0.0,0.48,0.53,0.0,3.35,25.21,0.0,0.56,0.0,1.75,2.6,0.13,0.0,2.9,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.07,0.0,0.0,0.0,4.55,0.0,0.29,0.0,0.33,3.24,0.0,4.54,0.0,0.0,27.32,0.0,0.0,6.0,969.01,0.0,0.0,2.22,1.66,0.0,0.0,0.0,0.0,0.0,0.0,1.65,3.83,18.81,8.55,2.44,14.41,15.47,0.0,0.0,0.0,0.14,0.56,16.55,0.29,0.0,0.3,0.0,0.0,0.0,0.0,0.0,48.34,0.0,50.43,0.0,12.31,0.0,3.66,7.07,55.87,22.45,0.0,0.0,0.0,5.76,0.96,0.0,1.11,2.13,25.97,0.0,0.0,0.0,0.0,0.04,0.32,0.0,0.11,6.12,1.26,3.59,0.0,0.05,43.12,0.0,0.0,0.0,0.94,48.26,0.0,171.37,0.0,0.0,0.74,0.05,17.36,0.22,0.04,3.27,1.3,0.0,0.29,49.54,3.19,4.2,0.0,0.0,0.0,0.0,6.13,0.0,0.0,0.02,0.0,0.0,0.0,2.07,23.12,0.16,0.0,0.4,6.55,0.0,0.0,6.1,9.74,1.91,0.0,0.95,0.0,0.35,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.13,42.71,0.0
43.94,0.0,1.55,2.91,0.0,4.06,0.18,11.06,0.0,0.0,2.41,0.0,1.83,0.0,0.08,0.18,0.0,0.0,0.0,45.2,0.0,0.31,0.13,0.0,43.37,0.0,0.26,0.78,32.32,2.02,0.43,101.74,0.03,0.67,0.0,0.0,43.17,0.24,0.0,2.54,0.0,0.76,0.97,0.0,4.07,24.38,0.0,0.51,0.0,1.51,2.88,0.1,0.0,3.02,0.0,0.0,0.0,0.16,0.09,0.0,0.0,0.06,0.0,0.0,0.0,5.02,0.0,0.79,0.0,0.65,3.25,0.0,6.34,0.0,0.0,31.43,0.0,0.0,5.67,4220.13,0.0,0.17,3.93,1.28,0.0,0.0,0.0,0.0,0.0,0.0,1.92,16.22,23.54,6.53,1.64,19.54,21.69,0.0,0.04,0.0,0.0,0.32,16.77,0.13,0.0,0.34,0.0,0.0,0.0,0.0,0.0,49.29,0.0,47.37,0.0,17.69,0.0,3.57,9.35,69.01,21.45,0.0,0.0,0.26,5.38,0.77,0.0,1.13,2.44,30.06,0.0,0.45,0.0,0.0,0.0,0.5,0.0,0.42,6.49,1.23,3.63,0.0,0.07,41.36,0.0,0.0,0.0,2.22,63.51,0.0,230.73,0.0,0.0,0.6,0.06,25.34,0.39,0.0,1.69,0.99,0.0,0.29,54.59,3.21,6.03,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.08,0.0,0.0,0.0,2.56,25.98,0.06,0.0,0.2,10.01,0.0,0.0,7.6,4.89,0.94,0.17,1.05,0.0,0.36,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.23,75.8,1.0
